time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,precipitation_sum,rain_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,sunshine_duration,pressure_msl_min,pressure_msl_max,relative_humidity_2m_max
2024-05-17,39.3,28.9,33.4,39.4,29.6,0.0,0.0,0.0,24.0,40.0,357,25.57,8.9,42704.1,1006.0,1008.7,62
2024-05-18,36.8,28.6,32.2,38.0,30.5,0.0,0.0,0.0,23.9,41.8,334,25.68,7.65,42703.98,1004.7,1007.5,79
2024-05-19,33.0,28.3,30.4,34.6,30.6,0.0,0.0,0.0,27.5,45.4,299,26.54,7.71,43127.96,1003.9,1006.6,79
2024-05-20,34.0,26.9,30.5,35.5,30.3,0.0,0.0,0.0,31.6,49.3,282,26.41,7.65,43291.87,1004.0,1006.3,78
2024-05-21,34.2,26.4,30.1,36.3,30.4,0.0,0.0,0.0,25.7,42.5,282,26.36,6.87,43456.5,1004.1,1006.3,86
2024-05-22,38.3,25.5,31.6,38.7,29.8,0.0,0.0,0.0,17.8,32.8,293,26.29,6.81,43450.61,1002.6,1005.3,90
2024-05-23,39.1,27.5,32.8,39.2,32.0,0.0,0.0,0.0,26.7,44.3,325,26.5,8.04,43555.9,1002.0,1003.9,81
2024-05-24,37.0,30.0,33.3,37.2,32.0,0.0,0.0,0.0,32.5,51.1,306,26.58,9.79,43690.2,1001.6,1003.5,63
2024-05-25,35.7,30.0,32.6,37.8,31.9,0.0,0.0,0.0,31.1,48.2,311,26.74,8.95,43770.86,1001.0,1002.8,71
2024-05-26,39.1,28.0,32.5,44.1,33.6,0.0,0.0,0.0,26.7,43.6,316,26.78,7.14,43778.59,1000.9,1003.7,84
2024-05-27,38.0,28.6,32.9,41.5,33.2,0.0,0.0,0.0,19.9,34.9,324,26.27,7.3,43619.35,1001.4,1003.6,80
2024-05-28,36.0,28.9,32.6,38.9,32.4,0.0,0.0,0.0,23.3,39.2,293,26.7,7.91,43897.36,1000.2,1003.5,78
2024-05-29,36.6,28.5,32.2,39.8,33.7,0.0,0.0,0.0,19.1,34.2,288,26.85,7.44,44019.55,999.3,1001.4,85
2024-05-30,37.8,27.6,32.0,41.0,33.5,0.0,0.0,0.0,24.0,40.7,287,26.89,7.07,43863.75,1000.2,1002.6,89
2024-05-31,35.7,27.5,31.8,42.1,33.7,0.0,0.0,0.0,20.6,36.4,312,26.44,6.51,43849.63,1002.0,1004.3,89
2024-06-01,42.4,29.3,34.8,42.4,35.1,0.0,0.0,0.0,17.9,32.8,324,26.5,7.87,43822.18,1001.2,1004.2,85
2024-06-02,37.4,30.1,33.7,41.4,35.0,0.0,0.0,0.0,27.8,44.3,300,26.52,7.9,43812.8,1000.3,1002.3,76
2024-06-03,36.1,30.2,33.0,39.6,33.6,0.0,0.0,0.0,23.4,40.0,290,26.47,8.23,43962.27,1000.4,1002.5,77
2024-06-04,36.7,28.1,32.0,42.5,33.5,0.0,0.0,0.0,20.1,35.6,268,26.23,6.71,43643.61,1000.5,1003.3,92
2024-06-05,36.9,28.2,32.4,40.9,35.4,0.0,0.0,0.0,18.4,33.5,293,27.1,6.89,43941.74,1000.8,1003.5,93
2024-06-06,38.8,27.3,32.8,40.3,31.4,0.0,0.0,0.0,20.3,36.0,316,27.22,7.78,44242.95,1001.4,1004.4,86
2024-06-07,37.1,26.8,32.0,40.4,32.2,0.0,0.0,0.0,26.9,43.2,341,26.82,7.1,44098.49,1000.3,1003.4,94
2024-06-08,39.0,27.5,32.9,40.8,32.6,0.0,0.0,0.0,24.0,40.0,352,26.57,7.29,43944.39,998.8,1001.9,85
2024-06-09,43.1,31.3,35.6,45.5,34.1,0.0,0.0,0.0,29.8,46.4,96,25.43,9.24,43487.3,999.9,1002.4,82
2024-06-10,42.5,31.9,35.8,45.6,34.0,0.0,0.0,0.0,24.5,40.7,44,25.46,8.93,43639.83,1001.6,1003.9,65
2024-06-11,41.7,30.2,35.2,42.3,35.2,0.0,0.0,0.0,22.9,39.2,297,25.97,8.38,43646.46,1001.7,1004.4,73
2024-06-12,41.6,29.0,34.9,41.9,33.1,0.0,0.0,0.0,26.4,43.2,268,26.14,8.38,43803.34,1000.7,1003.5,91
2024-06-13,40.0,30.0,35.1,42.3,35.0,0.0,0.0,0.0,29.1,47.2,283,26.09,9.02,43971.19,999.2,1002.0,76
2024-06-14,39.5,31.5,35.3,40.4,35.3,0.0,0.0,0.0,25.2,41.8,293,26.73,9.19,44290.91,998.3,999.8,61
2024-06-15,43.7,28.4,35.2,43.9,32.7,0.0,0.0,0.0,24.9,42.5,49,26.88,8.65,44304.23,996.9,999.0,73
2024-06-16,42.3,30.3,35.5,42.9,29.3,0.0,0.0,0.0,30.0,48.2,18,26.59,9.38,44159.21,997.9,1001.2,85
2024-06-17,43.5,31.0,35.5,45.8,35.7,0.0,0.0,0.0,30.3,44.6,7,25.64,8.15,43551.94,999.1,1002.1,73
2024-06-18,40.9,29.9,34.7,44.3,35.6,0.0,0.0,0.0,24.9,40.7,323,25.98,7.57,43557.18,999.3,1001.9,75
2024-06-19,43.8,30.7,35.7,44.1,35.8,0.0,0.0,0.0,30.8,48.6,291,25.8,8.4,43410.96,997.4,1000.3,76
2024-06-20,41.0,31.3,35.7,42.1,36.6,0.0,0.0,0.0,22.1,38.5,279,25.96,8.22,42770.16,995.1,998.2,73
2024-06-21,43.9,30.2,35.0,44.6,36.1,0.0,0.0,0.0,24.8,41.4,343,26.4,7.6,43441.76,994.6,996.9,90
2024-06-22,45.1,29.4,35.0,46.5,38.3,0.0,0.0,0.0,27.4,44.3,16,26.14,7.16,42644.5,994.5,996.5,99
2024-06-23,44.2,29.9,36.1,47.2,35.2,0.0,0.0,0.0,19.5,33.5,15,25.91,7.79,43150.51,995.9,998.5,90
2024-06-24,45.7,31.3,36.8,45.5,35.5,0.0,0.0,0.0,24.3,39.2,354,25.79,7.97,43169.46,995.9,998.9,86
2024-06-25,42.5,31.9,36.4,43.7,38.2,0.0,0.0,0.0,22.6,38.5,312,26.0,8.41,43184.27,994.0,996.9,73
2024-06-26,40.2,32.6,36.0,44.3,38.7,0.0,0.0,0.0,33.7,50.8,297,26.0,8.65,43171.38,992.5,995.1,75
2024-06-27,40.0,30.8,35.2,42.7,35.7,0.0,0.0,0.0,22.6,38.9,275,25.83,7.97,43016.44,993.8,996.1,75
2024-06-28,36.3,30.7,33.4,44.6,38.8,0.0,0.0,0.0,19.0,33.8,320,25.18,6.25,42072.43,993.8,996.5,88
2024-06-29,38.0,31.0,33.8,44.6,38.7,0.0,0.0,0.0,23.9,40.7,309,24.95,6.53,39920.05,994.3,996.4,88
2024-06-30,38.0,30.1,34.2,42.6,36.3,0.0,0.0,0.0,20.7,36.4,282,25.39,7.25,42368.26,995.4,997.6,78
2024-07-01,38.5,30.6,34.6,41.7,35.4,0.0,0.0,0.0,23.8,40.0,262,25.23,7.84,42204.97,993.4,996.5,81
2024-07-02,41.3,30.9,35.4,42.1,33.3,0.0,0.0,0.0,21.4,33.8,273,25.43,8.49,42366.83,990.0,993.5,73
2024-07-03,39.0,32.6,35.8,42.8,38.0,0.0,0.0,0.0,33.5,50.8,302,25.06,8.8,42042.77,991.5,995.3,77
2024-07-04,38.7,34.0,36.0,40.4,36.5,0.0,0.0,0.0,39.4,59.8,286,25.35,10.39,42042.98,994.4,997.3,61
2024-07-05,38.2,33.1,35.3,40.7,36.2,0.0,0.0,0.0,31.7,49.7,279,24.2,9.12,39077.78,993.6,996.7,63
2024-07-06,39.2,31.3,35.1,41.7,36.2,0.0,0.0,0.0,15.5,29.2,275,24.98,7.37,41255.77,992.4,994.9,74
2024-07-07,39.9,29.6,35.0,43.2,36.8,0.0,0.0,0.0,14.9,28.8,331,25.25,6.96,41730.65,992.8,995.1,91
2024-07-08,38.5,31.1,34.5,45.1,39.2,0.0,0.0,0.0,22.3,36.0,349,24.55,6.73,41572.54,994.1,996.3,88
2024-07-09,45.1,32.4,37.2,48.0,39.0,0.0,0.0,0.0,27.4,46.1,25,24.45,8.48,40233.91,995.5,997.8,82
2024-07-10,44.5,34.3,37.9,46.7,36.3,0.0,0.0,0.0,22.9,38.5,63,24.22,9.28,40174.32,997.1,1000.3,68
2024-07-11,43.1,33.6,36.9,46.5,39.0,0.0,0.0,0.0,25.9,40.7,322,23.39,8.01,39362.25,996.5,1000.4,80
2024-07-12,41.8,32.5,36.0,45.2,40.7,0.0,0.0,0.0,27.5,45.7,265,24.31,7.54,40804.07,994.2,997.4,85
2024-07-13,42.6,30.9,36.3,43.9,37.4,0.0,0.0,0.0,17.9,32.0,263,25.24,7.45,41116.62,992.9,995.6,81
2024-07-14,39.2,31.9,34.7,44.6,39.4,0.0,0.0,0.0,20.6,34.2,294,24.62,6.76,40812.82,992.4,995.2,86
2024-07-15,38.3,31.6,34.7,43.3,40.2,0.0,0.0,0.0,21.3,36.4,308,24.45,6.72,40817.45,994.1,996.4,90
2024-07-16,39.0,31.8,35.0,47.6,41.2,0.0,0.0,0.0,24.2,39.2,339,23.76,6.3,40057.2,994.6,997.7,92
2024-07-17,41.7,33.1,35.9,48.0,42.4,0.0,0.0,0.0,25.0,40.7,343,23.78,6.66,40068.63,995.0,998.0,91
2024-07-18,40.0,33.2,36.0,43.1,38.7,0.0,0.0,0.0,25.3,39.2,264,20.12,7.09,33913.05,993.6,997.5,76
2024-07-19,37.9,32.6,34.9,45.3,40.9,0.0,0.0,0.0,21.9,37.8,290,21.59,6.09,36081.8,991.4,994.5,84
2024-07-20,36.7,31.7,33.9,44.7,40.1,0.0,0.0,0.0,19.6,34.6,326,23.97,5.97,40086.36,992.5,995.5,85
2024-07-21,37.7,31.8,34.5,45.5,41.0,0.0,0.0,0.0,21.2,34.2,323,24.17,6.4,40091.95,993.3,996.2,89
2024-07-22,39.1,31.8,35.0,45.6,41.0,0.0,0.0,0.0,24.5,39.2,294,24.19,6.79,40254.56,994.0,996.7,91
2024-07-23,39.4,32.6,35.7,42.5,39.6,0.0,0.0,0.0,26.7,42.1,302,24.48,7.75,39945.6,994.6,997.5,77
2024-07-24,40.0,31.4,35.6,43.8,37.9,0.0,0.0,0.0,25.1,40.3,273,24.83,7.74,40715.98,992.0,995.7,85
2024-07-25,41.2,30.6,36.0,43.8,35.8,0.0,0.0,0.0,23.3,39.6,277,24.83,8.04,40576.93,991.2,993.4,87
2024-07-26,42.0,31.0,36.2,45.3,39.4,0.0,0.0,0.0,19.0,33.1,296,24.63,7.5,40436.4,992.4,995.8,89
2024-07-27,40.6,32.0,36.3,44.3,37.2,0.0,0.0,0.0,25.8,42.1,273,24.45,8.4,40444.42,994.6,997.0,79
2024-07-28,39.4,34.5,36.7,42.3,38.4,0.0,0.0,0.0,37.0,56.9,280,24.15,9.75,40162.88,993.4,996.6,68
2024-07-29,38.7,33.8,36.0,43.4,38.4,0.0,0.0,0.0,27.1,44.3,284,23.95,8.34,40172.56,991.2,993.9,73
2024-07-30,37.3,31.3,34.3,45.5,39.8,0.0,0.0,0.0,22.2,37.1,320,23.67,6.24,39803.1,992.4,995.5,91
2024-07-31,44.2,33.1,37.2,46.6,39.1,0.0,0.0,0.0,25.1,38.9,48,22.34,7.89,33709.46,993.8,996.7,87
2024-08-01,40.2,34.0,36.1,45.1,38.5,0.0,0.0,0.0,24.6,39.6,337,18.54,6.43,30013.89,994.4,996.6,77
2024-08-02,38.8,33.0,35.8,44.7,40.5,0.0,0.0,0.0,26.1,41.4,284,23.55,7.35,39674.02,992.2,995.6,85
2024-08-03,38.5,33.5,35.7,44.1,38.7,0.0,0.0,0.0,30.3,46.4,294,22.47,7.75,36176.57,992.5,996.0,73
2024-08-04,38.1,33.2,35.4,42.2,38.3,0.0,0.0,0.0,30.3,48.6,304,23.55,8.35,39825.76,993.6,996.8,66
2024-08-05,37.9,32.5,35.2,44.8,37.0,0.0,0.0,0.0,20.7,34.9,324,22.92,7.08,37693.76,994.0,997.3,79
2024-08-06,36.6,30.2,33.1,42.1,31.9,5.3,5.3,6.0,34.9,50.8,230,14.13,5.45,19468.81,995.9,999.8,81
2024-08-07,39.4,32.3,35.3,43.4,38.6,0.0,0.0,0.0,24.0,39.6,329,21.72,6.52,33240.3,996.1,998.3,69
2024-08-08,38.5,32.3,34.9,44.7,39.6,0.0,0.0,0.0,23.2,38.5,348,23.57,6.69,39731.99,996.4,998.5,78
2024-08-09,44.7,32.9,37.7,47.8,38.2,0.0,0.0,0.0,30.9,58.0,69,22.9,9.08,39037.7,996.9,999.0,83
2024-08-10,42.4,34.1,37.2,47.1,37.3,0.0,0.0,0.0,25.1,40.7,56,22.95,8.6,38816.02,997.5,1000.9,77
2024-08-11,43.0,32.9,36.8,47.3,37.5,0.0,0.0,0.0,27.6,44.3,28,23.2,8.45,39718.42,995.6,998.8,74
2024-08-12,42.2,32.8,36.2,47.8,39.9,0.0,0.0,0.0,28.2,44.6,5,23.42,7.2,39723.05,995.4,997.9,81
2024-08-13,44.0,32.2,37.0,47.8,39.1,0.0,0.0,0.0,22.9,36.4,17,23.37,7.75,39727.6,996.8,999.6,83
2024-08-14,43.8,33.7,37.1,46.8,40.0,0.0,0.0,0.0,28.6,45.4,1,23.25,8.04,39732.08,997.6,1000.5,80
2024-08-15,42.0,32.9,36.4,46.9,40.5,0.0,0.0,0.0,24.8,41.0,335,23.36,6.88,39736.5,996.9,1000.8,80
2024-08-16,37.3,32.4,34.2,45.7,41.0,0.0,0.0,0.0,19.2,34.6,336,23.5,5.88,39607.99,994.0,997.7,88
2024-08-17,39.6,31.5,35.8,47.6,40.3,0.0,0.0,0.0,24.5,39.2,12,22.92,6.99,37060.89,994.1,996.9,90
2024-08-18,43.8,34.2,37.7,46.9,36.4,0.0,0.0,0.0,27.3,46.1,86,21.68,9.24,39600.0,996.0,999.7,71
2024-08-19,42.2,34.6,37.7,46.4,36.7,0.0,0.0,0.0,32.7,45.0,142,20.19,7.91,31598.89,997.9,1000.9,62
2024-08-20,40.5,34.5,36.7,46.0,37.5,0.0,0.0,0.0,23.7,38.5,80,22.5,7.88,39600.0,997.4,1000.6,67
2024-08-21,39.6,30.8,35.0,43.2,32.0,0.0,0.0,0.0,41.7,58.0,111,23.04,8.76,39632.2,999.6,1002.9,68
2024-08-22,38.5,31.9,34.8,44.0,34.9,0.0,0.0,0.0,25.2,40.0,27,23.06,7.84,39636.8,1000.4,1003.1,64
2024-08-23,40.3,32.9,35.4,45.1,38.9,0.0,0.0,0.0,25.3,39.6,2,22.17,7.07,33841.5,1000.3,1003.8,76
2024-08-24,41.3,32.1,35.5,46.1,39.5,0.0,0.0,0.0,26.5,43.6,0,22.9,7.04,39645.75,1000.0,1002.8,78
2024-08-25,41.4,32.2,35.4,45.4,39.6,0.0,0.0,0.0,24.9,39.6,343,23.32,6.94,39650.12,999.6,1002.7,78
2024-08-26,38.9,31.3,34.7,42.9,37.0,0.0,0.0,0.0,21.9,37.4,325,23.38,6.8,39654.43,998.4,1001.8,86
2024-08-27,38.2,31.4,34.0,45.4,39.6,0.0,0.0,0.0,24.1,40.7,345,23.5,5.89,39658.68,997.5,999.5,89
2024-08-28,43.7,30.0,34.7,46.3,39.9,0.0,0.0,0.0,29.8,50.0,5,23.5,6.34,37441.1,997.3,1000.1,99
2024-08-29,40.7,30.5,34.6,46.2,39.1,0.0,0.0,0.0,21.2,37.1,335,23.82,6.32,39667.02,996.8,999.8,96
2024-08-30,37.9,32.3,34.6,45.6,40.7,0.0,0.0,0.0,24.6,40.0,305,22.87,6.12,37466.05,996.3,999.2,92
2024-08-31,39.4,32.7,35.6,48.1,40.3,0.0,0.0,0.0,26.9,42.8,336,22.8,6.57,39600.0,997.4,999.5,83
2024-09-01,42.5,33.2,36.5,43.2,32.4,0.0,0.0,0.0,27.9,40.7,131,23.28,8.85,39679.21,999.1,1002.6,65
2024-09-02,40.0,31.5,35.2,42.8,32.8,0.0,0.0,0.0,28.6,44.3,15,23.31,8.24,39683.2,1000.2,1003.5,68
2024-09-03,41.8,31.2,35.3,45.4,36.4,0.0,0.0,0.0,30.3,47.2,30,23.15,7.45,39687.19,1000.3,1003.2,81
2024-09-04,41.8,30.6,35.3,43.8,32.7,0.0,0.0,0.0,29.2,45.0,74,23.35,7.95,39691.13,1000.5,1004.1,79
2024-09-05,40.7,29.9,34.2,43.1,35.1,0.0,0.0,0.0,32.0,49.7,357,23.43,7.2,39695.06,999.4,1002.7,83
2024-09-06,37.4,28.8,32.9,41.8,35.9,0.0,0.0,0.0,20.4,36.0,336,23.55,6.2,39698.98,1000.0,1002.5,96
2024-09-07,38.0,28.6,33.2,43.1,35.4,0.0,0.0,0.0,21.7,35.6,12,23.43,6.43,39702.88,1000.9,1004.0,95
2024-09-08,39.4,30.5,34.1,45.0,37.2,0.0,0.0,0.0,24.4,37.4,8,22.15,6.47,39600.0,1002.3,1005.2,90
2024-09-09,40.0,29.6,33.9,43.2,36.3,0.0,0.0,0.0,21.0,35.6,357,23.49,6.42,39710.64,1001.7,1005.3,93
2024-09-10,37.7,30.4,33.7,43.6,38.6,0.0,0.0,0.0,20.4,35.3,299,23.43,6.19,39830.09,1000.3,1003.2,92
2024-09-11,38.6,29.2,33.3,42.0,35.1,0.0,0.0,0.0,20.2,34.6,348,23.35,6.34,39718.25,999.1,1002.4,88
2024-09-12,43.6,29.0,34.6,43.9,33.5,0.0,0.0,0.0,24.2,38.9,46,23.57,7.35,39721.96,999.4,1002.4,93
2024-09-13,40.4,29.7,33.9,43.5,31.1,0.0,0.0,0.0,27.7,42.1,285,23.26,7.14,39725.62,999.0,1002.7,83
2024-09-14,37.4,28.7,33.1,42.8,36.5,0.0,0.0,0.0,23.2,36.4,336,22.89,6.0,39729.23,999.3,1001.8,96
2024-09-15,40.4,30.3,34.7,42.8,37.4,0.0,0.0,0.0,17.1,26.6,1,22.91,6.66,39620.77,1000.6,1003.4,94
2024-09-16,40.3,29.8,34.4,40.7,33.1,0.0,0.0,0.0,25.9,41.0,12,23.08,7.7,39736.34,1002.0,1005.3,75
2024-09-17,38.4,28.1,32.9,40.0,33.0,0.0,0.0,0.0,27.1,41.8,3,23.31,6.97,39739.84,1004.5,1007.3,82
2024-09-18,37.8,29.4,33.1,40.9,35.8,0.0,0.0,0.0,24.9,39.2,340,22.89,6.41,39743.32,1003.8,1007.0,83
2024-09-19,36.8,30.0,33.3,41.4,36.5,0.0,0.0,0.0,25.2,38.5,309,22.42,6.64,39629.23,1004.4,1006.9,82
2024-09-20,35.2,31.5,33.2,40.7,34.9,0.0,0.0,0.0,24.7,40.3,317,22.37,6.86,39568.78,1004.8,1007.3,65
2024-09-21,35.4,29.9,32.6,41.0,35.4,0.0,0.0,0.0,20.0,33.5,345,22.23,6.02,39508.38,1004.0,1007.1,77
2024-09-22,37.2,29.6,33.3,43.2,35.8,0.0,0.0,0.0,23.1,38.9,14,21.9,6.27,39448.16,1003.8,1007.0,83
2024-09-23,40.5,29.5,34.3,42.0,33.7,0.0,0.0,0.0,20.3,34.6,7,22.5,7.06,39388.19,1003.8,1007.1,84
2024-09-24,37.9,29.9,33.7,42.8,38.1,0.0,0.0,0.0,29.0,45.7,323,22.16,6.23,39328.56,1002.3,1006.2,94
2024-09-25,38.1,31.0,33.8,41.7,38.9,0.0,0.0,0.0,23.9,39.2,308,22.3,6.09,39269.36,1000.9,1003.9,85
2024-09-26,37.5,29.1,32.7,43.6,36.4,0.0,0.0,0.0,24.6,39.2,301,21.27,5.46,35543.84,1000.0,1003.0,98
2024-09-27,35.3,30.6,32.4,42.0,37.9,0.0,0.0,0.0,21.7,35.6,326,21.74,5.42,39081.61,1000.7,1003.7,88
2024-09-28,35.8,29.7,32.4,43.2,37.5,0.0,0.0,0.0,20.5,33.8,334,21.63,5.52,39020.07,1001.8,1004.6,92
2024-09-29,39.3,28.8,33.1,41.5,35.8,0.0,0.0,0.0,24.3,38.5,58,21.54,6.49,38959.1,1003.0,1006.2,96
2024-09-30,38.3,30.7,34.3,40.2,31.9,0.0,0.0,0.0,29.8,45.0,140,20.89,7.49,38458.43,1005.5,1009.6,71
2024-10-01,36.6,30.4,33.4,40.8,33.8,0.0,0.0,0.0,23.1,38.2,46,20.8,7.05,38454.0,1005.8,1009.4,62
2024-10-02,37.8,30.6,33.7,41.9,35.3,0.0,0.0,0.0,24.0,39.6,17,20.64,6.99,38590.79,1006.4,1009.8,74
2024-10-03,37.2,30.3,33.1,41.4,36.1,0.0,0.0,0.0,24.2,38.9,324,21.0,6.17,38583.23,1006.1,1009.9,84
2024-10-04,36.4,29.9,32.9,40.0,35.9,0.0,0.0,0.0,28.6,46.1,282,21.29,6.58,38578.09,1004.5,1007.8,83
2024-10-05,34.9,30.3,32.5,37.2,32.4,0.0,0.0,0.0,24.3,37.8,291,21.3,7.25,38435.52,1004.9,1007.3,71
2024-10-06,33.8,28.7,31.1,38.9,32.3,0.0,0.0,0.0,21.5,35.3,308,21.17,5.79,38281.89,1006.1,1008.9,69
2024-10-07,38.7,28.3,32.8,37.9,31.9,0.0,0.0,0.0,25.5,36.7,92,20.99,6.97,38138.43,1008.7,1011.8,78
2024-10-08,36.6,28.8,32.5,39.3,31.1,0.0,0.0,0.0,27.3,40.3,11,19.6,6.69,37863.7,1009.9,1013.2,68
2024-10-09,37.3,28.8,32.1,39.2,30.6,0.0,0.0,0.0,27.5,42.8,27,20.12,6.81,37330.72,1008.6,1012.5,82
2024-10-10,35.0,27.7,31.6,38.5,32.8,0.0,0.0,0.0,22.8,32.4,356,20.13,6.08,37720.83,1007.8,1011.0,87
2024-10-11,35.8,28.3,32.2,37.1,33.6,0.0,0.0,0.0,20.7,36.4,8,20.04,6.5,37200.49,1007.9,1010.5,77
2024-10-12,35.6,27.8,31.5,37.3,31.7,0.0,0.0,0.0,18.9,33.1,10,20.67,6.03,37580.75,1007.5,1010.3,77
2024-10-13,35.1,26.2,30.5,37.7,30.3,0.0,0.0,0.0,17.8,31.0,8,20.58,5.68,37449.24,1007.2,1010.4,83
2024-10-14,36.0,26.4,31.4,37.1,31.5,0.0,0.0,0.0,22.9,37.8,25,20.32,6.41,37196.71,1006.2,1009.8,85
2024-10-15,37.9,27.4,31.8,37.8,28.4,0.0,0.0,0.0,30.3,45.0,53,20.13,7.69,37072.02,1007.2,1010.9,64
2024-10-16,36.0,27.4,30.9,35.8,28.4,0.0,0.0,0.0,32.4,50.0,39,19.77,7.11,36829.91,1007.7,1011.4,67
2024-10-17,34.0,27.7,30.8,39.1,30.4,0.6,0.6,1.0,23.6,36.4,38,18.51,5.56,36593.99,1007.7,1011.5,70
2024-10-18,33.7,28.8,31.3,38.7,34.2,0.0,0.0,0.0,16.9,29.2,350,17.72,4.77,36480.95,1007.4,1010.8,82
2024-10-19,36.1,29.9,32.5,40.5,36.2,0.0,0.0,0.0,18.3,33.5,3,18.63,5.36,36600.41,1008.8,1011.4,81
2024-10-20,35.3,30.4,32.3,38.8,35.3,0.0,0.0,0.0,18.1,31.3,334,19.03,5.66,36602.62,1009.1,1011.6,74
2024-10-21,35.3,29.4,31.6,40.1,35.0,0.0,0.0,0.0,22.6,38.5,294,19.34,5.24,36604.18,1008.4,1011.4,84
2024-10-22,35.6,29.0,31.6,40.4,34.3,0.0,0.0,0.0,24.7,37.4,315,19.14,5.42,36495.69,1008.9,1012.0,81
2024-10-23,36.9,26.6,31.0,39.4,32.3,0.0,0.0,0.0,26.4,41.4,44,18.6,5.56,36390.31,1009.9,1012.8,94
2024-10-24,37.9,28.3,32.0,39.2,31.6,0.1,0.1,1.0,26.4,42.8,47,18.19,6.33,36288.09,1010.5,1013.9,77
2024-10-25,32.6,28.2,30.6,37.5,32.5,0.1,0.1,1.0,24.3,39.6,346,17.4,4.98,36085.54,1011.7,1014.9,75
2024-10-26,33.5,29.6,31.2,37.8,32.2,0.0,0.0,0.0,24.5,37.8,342,17.29,5.72,36093.55,1012.0,1015.6,75
2024-10-27,32.9,28.7,30.8,35.7,31.8,0.0,0.0,0.0,30.1,47.2,324,18.46,6.06,36200.61,1011.6,1014.6,73
2024-10-28,31.8,28.8,30.0,32.4,28.7,0.0,0.0,0.0,32.4,50.8,309,18.57,7.05,36205.47,1009.4,1012.8,72
2024-10-29,31.8,28.3,29.7,31.5,28.0,0.0,0.0,0.0,33.9,51.8,311,18.44,7.35,36114.12,1009.6,1012.9,67
2024-10-30,31.4,27.9,29.4,32.3,28.3,0.0,0.0,0.0,26.5,42.8,311,18.11,6.4,36119.82,1010.4,1013.1,64
2024-10-31,32.4,26.2,29.3,35.6,29.4,0.0,0.0,0.0,18.8,31.3,328,18.04,5.01,36033.42,1010.8,1014.0,75
2024-11-01,31.9,25.2,28.6,35.8,30.6,0.0,0.0,0.0,18.0,30.2,333,18.08,4.49,36040.03,1012.1,1015.9,97
2024-11-02,31.8,24.9,28.6,35.4,30.1,0.0,0.0,0.0,20.0,33.5,319,18.15,4.55,36046.09,1013.4,1016.8,94
2024-11-03,31.9,25.1,28.5,36.0,30.1,0.0,0.0,0.0,19.7,32.4,312,18.18,4.25,36051.61,1012.5,1015.7,96
2024-11-04,31.0,24.6,27.7,35.8,30.3,0.0,0.0,0.0,14.5,27.0,304,16.22,3.52,29977.08,1011.0,1014.7,99
2024-11-05,32.9,24.5,28.3,36.2,29.3,0.0,0.0,0.0,19.3,33.1,3,17.64,4.22,33902.97,1011.6,1014.3,99
2024-11-06,32.7,25.5,28.8,36.3,30.4,0.0,0.0,0.0,20.4,34.9,6,17.68,4.44,36000.0,1013.7,1016.8,93
2024-11-07,31.4,26.1,28.5,36.1,30.7,0.0,0.0,0.0,18.5,32.4,343,17.51,4.22,36000.0,1014.2,1017.3,86
2024-11-08,30.3,25.0,27.7,34.3,29.2,0.0,0.0,0.0,15.0,27.7,314,17.69,4.15,36000.0,1012.9,1016.0,89
2024-11-09,30.6,24.3,27.3,33.1,28.6,0.0,0.0,0.0,16.1,28.1,314,17.45,4.1,35834.13,1013.0,1015.7,96
2024-11-10,32.0,23.2,27.5,33.7,26.9,0.0,0.0,0.0,18.7,32.0,348,17.43,4.31,36000.0,1014.0,1016.9,92
2024-11-11,31.7,24.3,27.8,34.4,28.7,0.0,0.0,0.0,15.2,26.6,350,17.15,4.15,36000.0,1014.1,1017.5,90
2024-11-12,30.2,23.6,27.1,33.9,27.5,0.0,0.0,0.0,18.1,29.9,311,17.15,3.94,36000.0,1012.5,1016.3,93
2024-11-13,30.1,24.4,27.4,34.4,29.4,0.0,0.0,0.0,13.4,29.2,294,16.68,3.71,35968.15,1010.2,1014.2,94
2024-11-14,30.9,27.2,28.7,34.2,30.3,0.0,0.0,0.0,16.2,35.6,320,16.49,4.41,35924.33,1010.5,1013.8,77
2024-11-15,30.0,26.5,27.9,32.0,29.2,0.0,0.0,0.0,17.2,37.4,324,16.77,4.6,35880.14,1012.8,1016.2,73
2024-11-16,29.2,25.7,27.2,30.3,27.9,0.0,0.0,0.0,19.7,42.8,303,16.84,4.73,35835.64,1013.7,1016.9,73
2024-11-17,30.5,26.5,28.2,30.8,28.2,0.0,0.0,0.0,23.4,49.3,317,16.56,5.45,35790.9,1012.7,1015.9,67
2024-11-18,31.2,23.0,27.3,33.6,25.2,0.0,0.0,0.0,9.4,24.5,326,16.52,3.87,35745.98,1013.2,1016.1,82
2024-11-19,30.8,23.3,26.6,32.5,27.1,0.0,0.0,0.0,12.2,28.8,5,16.59,3.76,35700.96,1013.8,1017.2,88
2024-11-20,30.8,22.1,26.2,31.5,25.5,0.0,0.0,0.0,12.6,29.5,352,16.74,3.81,35655.91,1013.7,1017.4,92
